# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 1200
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = bernoulli_2.data.R
# init = 2 (Default)
# random
#   seed = 1207203894
# output
#   file = bernoulli_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta
-7.89937,1,1.17855,2,3,0,0.240751
-7.69312,0.970446,1.17855,2,3,0,0.289334
-7.67006,1,1.17855,1,1,0,0.299597
-7.73707,0.975879,1.17855,2,3,0,0.395443
-8.39111,0.799261,1.17855,2,3,0,0.184579
-7.87042,1,1.17855,1,1,0,0.245679
-8.44885,0.949342,1.17855,2,3,0,0.515645
-8.02055,1,1.17855,2,3,0,0.457517
-8.83554,0.748271,1.17855,1,1,0,0.555273
-7.64415,0.845545,1.17855,2,3,0,0.318569
-7.64244,1,1.17855,1,1,0,0.320844
-8.45483,0.797449,1.17855,2,3,0,0.516327
-7.64899,1,1.17855,2,3,0,0.353546
-7.64223,0.950808,1.17855,2,3,0,0.345672
-7.67163,0.990835,1.17855,2,3,0,0.298793
-7.67509,0.998968,1.17855,1,1,0,0.297089
-7.64045,0.994803,1.17855,2,3,0,0.324181
-7.87985,0.912168,1.17855,2,3,0,0.431472
-7.87985,0.632439,1.17855,1,1,0,0.431472
-7.87985,0.914304,1.17855,1,1,0,0.431472
-7.81199,0.811537,1.17855,2,3,0,0.256833
-8.45129,0.892101,1.17855,2,3,0,0.179641
-9.32422,0.847463,1.17855,1,1,0,0.127747
-7.66075,0.992794,1.17855,2,3,0,0.304858
-7.66075,0.328907,1.17855,2,3,0,0.304858
-8.51009,0.459541,1.17855,2,3,0,0.175058
-8.91684,0.923923,1.17855,1,1,0,0.14838
-9.12939,0.963523,1.17855,1,1,0,0.137022
-10.7853,0.929458,1.17855,2,3,0,0.0796308
-10.7723,1,1.17855,1,1,0,0.0799438
-10.9103,0.985882,1.17855,1,1,0,0.0766902
-7.90928,0.980897,1.17855,2,3,0,0.239139
-8.2215,0.925807,1.17855,1,1,0,0.20014
-8.82771,0.879995,1.17855,1,1,0,0.153601
-8.99077,0.970908,1.17855,1,1,0,0.144265
-8.24891,1,1.17855,1,1,0,0.197436
-9.0088,0.855148,1.17855,1,1,0,0.143289
-8.36665,1,1.17855,2,3,0,0.186666
-8.62094,0.948403,1.17855,1,1,0,0.166992
-7.86651,1,1.17855,2,3,0,0.24637
-9.64768,0.711184,1.17855,2,3,0,0.619648
-7.70332,0.634628,1.17855,2,3,0,0.383534
-7.93666,0.922893,1.17855,1,1,0,0.442699
-8.16199,0.923257,1.17855,1,1,0,0.479247
-8.1873,0.753879,1.17855,2,3,0,0.203634
-7.6535,0.973296,1.17855,2,3,0,0.357427
-7.79401,0.956602,1.17855,2,3,0,0.260687
-8.49767,0.838344,1.17855,2,3,0,0.176007
-8.37323,1,1.17855,1,1,0,0.1861
-7.64843,1,1.17855,2,3,0,0.353013
-7.6499,0.99952,1.17855,1,1,0,0.354388
-8.1267,0.868166,1.17855,2,3,0,0.210188
-7.95388,1,1.17855,2,3,0,0.232281
-8.58199,0.862865,1.17855,1,1,0,0.169746
-8.51532,1,1.17855,1,1,0,0.174661
-7.6567,0.957195,1.17855,2,3,0,0.359853
-7.9829,0.904731,1.17855,2,3,0,0.228126
-8.4686,0.955806,1.17855,2,3,0,0.517886
-9.57324,0.678896,1.17855,1,1,0,0.614482
-8.30349,0.844818,1.17855,2,3,0,0.192284
-7.64694,0.971772,1.17855,2,3,0,0.351513
-7.85334,0.906383,1.17855,2,3,0,0.248753
-7.77986,1,1.17855,1,1,0,0.263899
-7.7021,0.897064,1.17855,2,3,0,0.285977
-7.65811,0.98561,1.17855,2,3,0,0.306548
-7.65811,0.595479,1.17855,2,3,0,0.306548
-7.7138,0.976118,1.17855,2,3,0,0.387496
-7.65946,1,1.17855,1,1,0,0.361781
-7.63838,0.962266,1.17855,2,3,0,0.336134
-8.77086,0.729874,1.17855,2,3,0,0.549185
-8.22896,1,1.17855,1,1,0,0.488504
-8.06461,1,1.17855,2,3,0,0.464658
-7.68256,1,1.17855,1,1,0,0.37463
-7.80259,0.983695,1.17855,2,3,0,0.413888
-8.61889,0.749658,1.17855,1,1,0,0.534092
-8.19024,1,1.17855,2,3,0,0.483221
-9.0498,0.895813,1.17855,2,3,0,0.574234
-7.64345,0.734414,1.17855,2,3,0,0.347415
-7.64831,0.920227,1.17855,2,3,0,0.35289
-7.64245,0.953424,1.17855,2,3,0,0.346005
-7.65356,0.987492,1.17855,2,3,0,0.357477
-8.18056,0.897658,1.17855,2,3,0,0.204339
-7.67368,0.87029,1.17855,2,3,0,0.297775
-7.6738,0.978487,1.17855,2,3,0,0.297718
-7.77668,0.610999,1.17855,2,3,0,0.264645
-7.66425,0.988028,1.17855,2,3,0,0.364862
-8.32063,0.837022,1.17855,2,3,0,0.500357
-8.85107,0.828133,1.17855,1,1,0,0.556708
-9.17949,0.891497,1.17855,1,1,0,0.584928
-8.05705,1,1.17855,2,3,0,0.218394
-7.82852,1,1.17855,1,1,0,0.253486
-7.63832,0.959905,1.17855,2,3,0,0.330992
-7.65034,0.989768,1.17855,2,3,0,0.312336
-7.63817,0.999038,1.17855,2,3,0,0.333021
-7.63817,0.678407,1.17855,2,3,0,0.333021
-7.68851,0.966953,1.17855,2,3,0,0.29117
-8.65845,0.735233,1.17855,2,3,0,0.538136
-7.65361,1,1.17855,2,3,0,0.35752
-7.79038,0.957631,1.17855,2,3,0,0.261495
-7.98534,0.939586,1.17855,2,3,0,0.451514
-7.63878,0.914201,1.17855,2,3,0,0.338104
-8.28021,0.692181,1.17855,2,3,0,0.495237
-8.28021,0.787461,1.17855,1,1,0,0.495237
-7.64424,1,1.17855,2,3,0,0.348441
-7.95549,0.913673,1.17855,2,3,0,0.232044
-7.65673,1,1.17855,2,3,0,0.307481
-7.63825,1,1.17855,2,3,0,0.331665
-8.23331,0.848374,1.17855,2,3,0,0.489087
-7.73966,1,1.17855,2,3,0,0.396269
-7.74518,0.739314,1.17855,2,3,0,0.272613
-8.43652,0.885375,1.17855,2,3,0,0.514232
-8.75054,0.964794,1.17855,2,3,0,0.547232
-7.85151,1,1.17855,2,3,0,0.42539
-7.85151,0.751704,1.17855,1,1,0,0.42539
-7.74979,1,1.17855,1,1,0,0.399403
-7.68674,1,1.17855,2,3,0,0.291899
-7.68674,0.790754,1.17855,2,3,0,0.291899
-8.26093,0.866086,1.17855,2,3,0,0.492738
-8.95044,0.927563,1.17855,2,3,0,0.565658
-7.63902,1,1.17855,2,3,0,0.338953
-8.2024,0.856592,1.17855,2,3,0,0.484899
-9.34541,0.851888,1.17855,2,3,0,0.597873
-8.29221,1,1.17855,1,1,0,0.496774
-8.51649,0.67066,1.17855,2,3,0,0.174572
-7.86049,1,1.17855,2,3,0,0.247449
-7.72737,1,1.17855,1,1,0,0.277701
-7.66064,1,1.17855,1,1,0,0.304924
-7.6446,0.993338,1.17855,2,3,0,0.318028
-7.69343,0.962057,1.17855,2,3,0,0.379496
-7.93751,0.919695,1.17855,1,1,0,0.442858
-7.93751,0.558676,1.17855,1,1,0,0.442858
-7.92297,1,1.17855,1,1,0,0.440097
-7.66838,0.841873,1.17855,2,3,0,0.367302
-9.17101,0.622512,1.17855,2,3,0,0.134957
-8.04071,0.995252,1.17855,2,3,0,0.220441
-7.94236,0.940046,1.17855,2,3,0,0.233995
-7.77476,1,1.17855,1,1,0,0.265101
-10.1295,0.524854,1.17855,2,3,0,0.650467
-8.39285,0.842016,1.17855,2,3,0,0.184433
-9.06703,0.875687,1.17855,1,1,0,0.140208
-8.07928,0.86417,1.17855,2,3,0,0.466955
-7.97495,0.848262,1.17855,2,3,0,0.229243
-9.62046,0.752046,1.17855,2,3,0,0.115318
-10.9473,0.845695,1.17855,1,1,0,0.0758442
-10.1472,1,1.17855,2,3,0,0.0970389
-10.4513,0.964135,1.17855,1,1,0,0.0882004
-7.64957,0.896935,1.17855,2,3,0,0.313009
-7.65002,0.979289,1.17855,2,3,0,0.312616
-8.07498,0.887767,1.17855,2,3,0,0.466285
-9.16772,0.678402,1.17855,1,1,0,0.583979
-8.85347,1,1.17855,1,1,0,0.556929
-7.63821,0.787311,1.17855,2,3,0,0.334495
-7.66211,0.990099,1.17855,2,3,0,0.363526
-7.77718,0.959696,1.17855,2,3,0,0.264527
-7.98293,0.94651,1.17855,1,1,0,0.228121
-7.76981,1,1.17855,1,1,0,0.26629
-7.78259,0.998819,1.17855,2,3,0,0.263267
-7.95519,0.984954,1.17855,2,3,0,0.232088
-7.64001,0.990553,1.17855,2,3,0,0.341615
-7.75282,0.97328,1.17855,2,3,0,0.270574
-7.6417,1,1.17855,2,3,0,0.321959
-7.6417,0.400127,1.17855,2,3,0,0.321959
-7.6417,0.515683,1.17855,2,3,0,0.321959
-7.94353,0.813279,1.17855,2,3,0,0.233819
-8.55284,0.865909,1.17855,1,1,0,0.171863
-8.69216,0.865985,1.17855,2,3,0,0.541515
-8.27047,1,1.17855,1,1,0,0.493979
-7.97232,1,1.17855,1,1,0,0.449219
-7.97232,0.597566,1.17855,1,1,0,0.449219
-8.90062,0.718922,1.17855,1,1,0,0.561219
-8.84389,1,1.17855,1,1,0,0.556046
-8.65291,1,1.17855,1,1,0,0.537575
-8.44159,0.753545,1.17855,2,3,0,0.180419
-7.65296,0.905201,1.17855,2,3,0,0.356998
-7.72207,0.929393,1.17855,2,3,0,0.39044
-8.10318,0.876094,1.17855,1,1,0,0.470615
-7.65668,0.995506,1.17855,2,3,0,0.307511
-7.67182,0.98124,1.17855,2,3,0,0.298698
-9.23268,0.744222,1.17855,2,3,0,0.131983
-8.82245,1,1.17855,1,1,0,0.153918
-7.65493,0.983431,1.17855,2,3,0,0.308745
-9.3592,0.730432,1.17855,2,3,0,0.126181
-8.10532,0.992727,1.17855,2,3,0,0.212624
-8.10532,0.884427,1.17855,1,1,0,0.212624
-7.86506,1,1.17855,1,1,0,0.246629
-7.84917,1,1.17855,1,1,0,0.249527
-7.64104,0.948285,1.17855,2,3,0,0.323086
-7.64202,0.992774,1.17855,2,3,0,0.32146
-7.76213,0.911482,1.17855,2,3,0,0.268186
-8.22522,0.495363,1.17855,2,3,0,0.199769
-8.26535,0.990949,1.17855,1,1,0,0.195853
-8.47765,0.89362,1.17855,2,3,0,0.518904
-8.1561,1,1.17855,1,1,0,0.478405
-9.05162,0.727469,1.17855,1,1,0,0.574388
-7.64018,0.750456,1.17855,2,3,0,0.341995
-7.76899,0.966424,1.17855,2,3,0,0.404991
-10.2876,0.495318,1.17855,2,3,0,0.659718
-8.46808,1,1.17855,2,3,0,0.178308
-8.75246,0.944615,1.17855,1,1,0,0.158252
-7.65399,0.9856,1.17855,2,3,0,0.309433
-7.66477,0.996737,1.17855,1,1,0,0.302472
-7.93066,0.926683,1.17855,2,3,0,0.441566
-8.73437,0.889182,1.17855,2,3,0,0.159406
-8.16549,1,1.17855,1,1,0,0.205936
-8.42133,0.981434,1.17855,2,3,0,0.182067
-7.66738,0.746116,1.17855,2,3,0,0.366728
-7.74178,0.897438,1.17855,2,3,0,0.396937
-8.89046,0.36694,1.17855,2,3,0,0.149894
-7.64568,0.946162,1.17855,2,3,0,0.350148
-7.88627,0.931664,1.17855,2,3,0,0.242938
-7.69565,1,1.17855,1,1,0,0.28836
-7.76781,0.868047,1.17855,2,3,0,0.404658
-8.10028,0.89027,1.17855,1,1,0,0.470177
-8.99608,0.888774,1.17855,2,3,0,0.143977
-8.19786,1,1.17855,1,1,0,0.20254
-7.64368,0.978435,1.17855,2,3,0,0.347715
-7.64368,0.847095,1.17855,2,3,0,0.347715
-7.97369,0.843117,1.17855,2,3,0,0.229421
-7.644,1,1.17855,2,3,0,0.318751
-7.71565,0.984086,1.17855,2,3,0,0.388168
-7.63832,1,1.17855,2,3,0,0.335701
-7.74311,0.972229,1.17855,2,3,0,0.273181
-7.656,1,1.17855,2,3,0,0.307982
-7.656,0.919383,1.17855,2,3,0,0.307982
-7.64202,1,1.17855,2,3,0,0.34534
-7.81298,0.951919,1.17855,2,3,0,0.256628
-7.64186,0.993512,1.17855,2,3,0,0.345098
-7.93727,0.923553,1.17855,2,3,0,0.442813
-7.67201,0.988872,1.17855,2,3,0,0.298602
-8.19192,0.863314,1.17855,2,3,0,0.483453
-8.96424,0.759896,1.17855,1,1,0,0.56687
-7.65984,1,1.17855,2,3,0,0.305427
-7.73502,0.910998,1.17855,2,3,0,0.275453
-10.3968,0.483357,1.17855,2,3,0,0.665888
-10.8483,0.956228,1.17855,2,3,0,0.689728
-9.81168,1,1.17855,1,1,0,0.630623
-8.14887,1,1.17855,2,3,0,0.207732
-8.07533,0.93142,1.17855,2,3,0,0.216162
-8.07533,0.831224,1.17855,1,1,0,0.216162
-7.80107,1,1.17855,1,1,0,0.259145
-7.6576,0.981413,1.17855,2,3,0,0.306889
-7.76527,0.976579,1.17855,2,3,0,0.267402
-8.23329,0.940176,1.17855,2,3,0,0.489084
-8.14219,0.847113,1.17855,2,3,0,0.208465
-7.89747,1,1.17855,1,1,0,0.241064
-8.07637,0.565836,1.17855,2,3,0,0.216037
-8.07637,0.844721,1.17855,2,3,0,0.216037
-7.65091,1,1.17855,2,3,0,0.355277
-9.22511,0.615914,1.17855,2,3,0,0.132343
-7.63839,0.940425,1.17855,2,3,0,0.336205
-7.70659,0.981655,1.17855,2,3,0,0.284392
-7.64029,0.987448,1.17855,2,3,0,0.342225
-8.06572,0.88723,1.17855,2,3,0,0.217328
-8.62448,0.881812,1.17855,1,1,0,0.166745
-7.90786,1,1.17855,1,1,0,0.239367
-8.66669,0.834836,1.17855,1,1,0,0.163857
-9.02405,0.935755,1.17855,1,1,0,0.142472
-7.64757,0.992768,1.17855,2,3,0,0.314852
-7.6385,1,1.17855,2,3,0,0.32984
-7.6385,0.891369,1.17855,2,3,0,0.32984
-7.64062,0.793618,1.17855,2,3,0,0.342908
-7.64144,0.999736,1.17855,1,1,0,0.344403
-8.09053,0.880239,1.17855,2,3,0,0.21435
-7.83467,1,1.17855,1,1,0,0.252281
-8.18792,0.966848,1.17855,2,3,0,0.482899
-8.29125,0.963815,1.17855,1,1,0,0.496652
-7.71928,1,1.17855,1,1,0,0.389463
-8.2724,0.828664,1.17855,2,3,0,0.195183
-8.00767,1,1.17855,1,1,0,0.224744
-8.01167,0.999008,1.17855,1,1,0,0.224211
-8.12604,0.972588,1.17855,1,1,0,0.210262
-7.78461,1,1.17855,1,1,0,0.262801
-7.65512,1,1.17855,2,3,0,0.30861
-7.71838,0.981274,1.17855,1,1,0,0.28048
-7.74868,0.991388,1.17855,1,1,0,0.271669
-7.69353,1,1.17855,1,1,0,0.289174
-7.71904,0.992606,1.17855,1,1,0,0.28027
-7.65716,0.947192,1.17855,2,3,0,0.307181
-8.01443,0.919075,1.17855,2,3,0,0.223845
-8.27146,0.940751,1.17855,1,1,0,0.195271
-8.06326,1,1.17855,1,1,0,0.217629
-7.66598,0.949761,1.17855,2,3,0,0.365907
-8.9031,0.782555,1.17855,2,3,0,0.149165
-7.8101,0.911857,1.17855,2,3,0,0.415751
-7.63967,0.954412,1.17855,2,3,0,0.340824
-7.63819,0.99874,1.17855,2,3,0,0.334214
-8.37405,0.816619,1.17855,2,3,0,0.186029
-7.6807,1,1.17855,2,3,0,0.294496
-7.66481,1,1.17855,2,3,0,0.302448
-7.64196,0.996712,1.17855,2,3,0,0.345257
-7.65045,0.914938,1.17855,2,3,0,0.354874
-7.63891,0.977945,1.17855,2,3,0,0.338569
-7.63891,0.588708,1.17855,2,3,0,0.338569
-7.67658,0.98049,1.17855,2,3,0,0.371701
-8.07056,0.901513,1.17855,2,3,0,0.465594
-8.84075,0.913152,1.17855,2,3,0,0.152818
-7.64081,0.994196,1.17855,2,3,0,0.323499
-8.49628,0.788074,1.17855,2,3,0,0.52098
-7.77598,1,1.17855,2,3,0,0.26481
-7.66042,0.986485,1.17855,2,3,0,0.362429
-7.66042,0.687863,1.17855,2,3,0,0.362429
-8.25167,0.852216,1.17855,2,3,0,0.491523
-7.80699,1,1.17855,2,3,0,0.414984
-7.92833,0.958517,1.17855,1,1,0,0.441123
-7.67686,1,1.17855,1,1,0,0.371846
-7.85297,0.941106,1.17855,2,3,0,0.248823
-7.65485,1,1.17855,2,3,0,0.308806
-7.65485,0.717718,1.17855,2,3,0,0.308806
-8.31125,0.832025,1.17855,2,3,0,0.499184
-7.93047,1,1.17855,1,1,0,0.44153
-7.95966,0.989766,1.17855,1,1,0,0.446945
-8.33286,0.87581,1.17855,1,1,0,0.501876
-7.67983,1,1.17855,2,3,0,0.373319
-7.65337,1,1.17855,1,1,0,0.357328
-8.11128,0.500187,1.17855,2,3,0,0.211938
-9.2171,0.790554,1.17855,1,1,0,0.132725
-9.25774,0.993385,1.17855,1,1,0,0.130803
-8.57986,1,1.17855,1,1,0,0.1699
-8.0265,1,1.17855,2,3,0,0.458503
-7.74814,1,1.17855,1,1,0,0.398904
-7.67824,0.899399,1.17855,2,3,0,0.372538
-7.68046,0.999261,1.17855,1,1,0,0.373624
-7.66404,1,1.17855,1,1,0,0.364737
-7.64312,1,1.17855,1,1,0,0.346961
-7.64312,0.629617,1.17855,2,3,0,0.346961
-7.76073,0.923022,1.17855,2,3,0,0.402639
-8.48192,0.887608,1.17855,2,3,0,0.519382
-7.78514,1,1.17855,2,3,0,0.262681
-7.78514,0.706053,1.17855,2,3,0,0.262681
-7.66622,1,1.17855,2,3,0,0.301656
-7.64732,1,1.17855,1,1,0,0.315096
-7.75733,0.907053,1.17855,2,3,0,0.269403
-7.72711,1,1.17855,1,1,0,0.27778
-7.66907,1,1.17855,2,3,0,0.367692
-7.72481,0.98148,1.17855,1,1,0,0.391384
-7.69095,1,1.17855,1,1,0,0.378428
-8.18634,0.877225,1.17855,2,3,0,0.482678
-8.42975,0.916827,1.17855,1,1,0,0.513452
-8.95711,0.82949,1.17855,1,1,0,0.566245
-8.95711,0.290635,1.17855,1,1,0,0.566245
-11.6315,0.69559,1.17855,2,3,0,0.725731
-8.24659,1,1.17855,2,3,0,0.197662
-8.38043,0.970817,1.17855,1,1,0,0.185485
-7.86431,1,1.17855,1,1,0,0.246762
-7.78106,1,1.17855,1,1,0,0.26362
-8.22304,0.891291,1.17855,1,1,0,0.199986
-8.22304,0.699606,1.17855,2,3,0,0.199986
-8.90799,0.866464,1.17855,1,1,0,0.148885
-8.55883,1,1.17855,2,3,0,0.171424
-7.88509,1,1.17855,2,3,0,0.24314
-8.38736,0.884192,1.17855,1,1,0,0.184896
-8.96843,0.963589,1.17855,2,3,0,0.145489
-7.76612,1,1.17855,2,3,0,0.267194
-7.86475,0.790794,1.17855,2,3,0,0.246684
-8.2435,0.909546,1.17855,1,1,0,0.197963
-8.05153,1,1.17855,1,1,0,0.219081
-8.84289,0.838722,1.17855,1,1,0,0.15269
-12.5482,0.700974,1.17855,2,3,0,0.0478866
-10.7819,1,1.17855,1,1,0,0.0797107
-7.87076,0.974456,1.17855,2,3,0,0.245619
-8.17714,0.925825,1.17855,1,1,0,0.204698
-7.83347,0.796352,1.17855,2,3,0,0.421313
-7.71219,0.961239,1.17855,2,3,0,0.282493
-7.71219,0.339826,1.17855,2,3,0,0.282493
-7.7135,0.999619,1.17855,1,1,0,0.282057
-8.05685,0.904749,1.17855,2,3,0,0.463428
-9.95385,0.512407,1.17855,1,1,0,0.639717
-9.31103,1,1.17855,1,1,0,0.595254
-9.31343,0.999724,1.17855,2,3,0,0.595438
-8.1753,1,1.17855,1,1,0,0.481132
-8.68256,0.834627,1.17855,1,1,0,0.540559
-8.63483,1,1.17855,1,1,0,0.535732
-7.98187,1,1.17855,2,3,0,0.22827
-7.63818,0.994195,1.17855,2,3,0,0.332615
-8.11495,0.781202,1.17855,2,3,0,0.472385
-8.8507,0.769589,1.17855,1,1,0,0.556674
-8.09606,1,1.17855,2,3,0,0.469535
-8.09606,0.857479,1.17855,1,1,0,0.469535
-7.79891,1,1.17855,1,1,0,0.412958
-8.73692,0.718092,1.17855,1,1,0,0.545914
-7.65347,1,1.17855,2,3,0,0.309827
-7.65347,0.742943,1.17855,2,3,0,0.309827
-8.04561,0.895615,1.17855,2,3,0,0.461625
-8.25007,0.976606,1.17855,2,3,0,0.491312
-7.98261,1,1.17855,1,1,0,0.451036
-7.7215,0.977568,1.17855,2,3,0,0.279498
-7.66051,0.754758,1.17855,2,3,0,0.362484
-7.74341,0.972639,1.17855,1,1,0,0.397446
-9.44318,0.562967,1.17855,2,3,0,0.122535
-8.87147,1,1.17855,1,1,0,0.151
-9.04116,0.970182,1.17855,1,1,0,0.141564
-7.66751,1,1.17855,2,3,0,0.3668
-7.69552,0.990694,1.17855,1,1,0,0.380376
-7.69552,0.436076,1.17855,2,3,0,0.380376
-8.98566,0.659761,1.17855,2,3,0,0.144544
-8.83706,1,1.17855,1,1,0,0.153039
-8.91939,0.985072,1.17855,1,1,0,0.148234
-7.66485,0.935109,1.17855,2,3,0,0.365228
-7.66485,0.759394,1.17855,2,3,0,0.365228
-8.10955,0.817166,1.17855,2,3,0,0.212136
-7.63941,0.710686,1.17855,2,3,0,0.340119
-7.63941,0.730839,1.17855,2,3,0,0.340119
-7.73042,0.97622,1.17855,2,3,0,0.393275
-7.73042,0.72776,1.17855,1,1,0,0.393275
-7.66737,0.858575,1.17855,2,3,0,0.301028
-7.80068,0.961861,1.17855,1,1,0,0.25923
-7.64462,1,1.17855,2,3,0,0.317997
-8.02378,0.906779,1.17855,2,3,0,0.222618
-8.08846,0.984347,1.17855,1,1,0,0.214595
-7.64833,1,1.17855,2,3,0,0.314133
-7.63978,1,1.17855,1,1,0,0.32564
-7.68426,0.983051,1.17855,2,3,0,0.292943
-8.02653,0.937247,1.17855,2,3,0,0.458508
-8.46802,0.854508,1.17855,1,1,0,0.517821
-7.64816,0.769353,1.17855,2,3,0,0.352742
-7.64032,0.869738,1.17855,2,3,0,0.342292
-7.75693,0.969658,1.17855,2,3,0,0.401531
-8.05063,0.637418,1.17855,2,3,0,0.462433
-7.72396,1,1.17855,2,3,0,0.278736
-7.73483,0.996895,1.17855,1,1,0,0.275507
-7.92772,0.942131,1.17855,2,3,0,0.441005
-7.83659,0.690292,1.17855,2,3,0,0.422031
-8.93666,0.819318,1.17855,2,3,0,0.147258
-7.87012,1,1.17855,2,3,0,0.245731
